000248,汇添富中证主要消费ETF联接,1.8650,2019-08-07,1.8898,1.33,2019-08-08 11:30
000311,景顺长城沪深300指数增强,1.9760,2019-08-07,1.9982,1.12,2019-08-08 11:30
005827,易方达蓝筹精选混合,1.2834,2019-08-07,1.3043,1.63,2019-08-08 11:29
161725,招商中证白酒指数分级,0.8969,2019-08-07,0.9146,1.98,2019-08-08 11:29
163407,兴全沪深300指数(LOF)A,1.8914,2019-08-07,1.9126,1.12,2019-08-08 11:30
260108,景顺长城新兴成长混合,1.6720,2019-08-07,1.6798,0.47,2019-08-08 11:30
