161725,招商中证白酒指数分级,0.01
000248,汇添富中证主要消费ETF联接,0.01
260108,景顺长城新兴成长混合,0.015
005827,易方达蓝筹精选混合,0.015
000311,景顺长城沪深300增强,0.012
163407,兴全沪深300指数(LOF),0.012
